1,160,0,196,60,0,254,140,0,132,0,76
1,128,1,52,60,68,254,133,0,141,0,71
1,232,0,208,60,92,254,160,0,164,0,40
1,52,1,68,58,216,254,130,0,143,0,40
1,184,1,60,60,16,254,128,0,135,0,61
3,152,254,144,59,136,255,51,1,6,0,51
1,112,1,92,59,216,254,126,0,105,0,34
1,116,1,16,59,244,254,154,0,140,0,82
1,116,0,236,59,240,254,143,0,135,0,72
1,132,0,176,60,88,254,151,0,144,0,95
1,148,1,0,59,104,254,143,0,141,0,55
1,88,0,180,60,20,254,137,0,158,0,100
1,168,1,16,59,132,254,154,0,149,0,73
1,172,1,24,60,16,254,139,0,119,0,92
1,116,0,188,59,164,254,156,0,136,0,99
1,128,0,212,59,156,254,188,0,161,0,56
1,128,0,240,59,168,254,172,0,160,0,81
1,196,1,20,60,16,254,149,0,138,0,72
1,116,1,28,60,24,254,142,0,118,0,68
1,156,0,200,59,108,254,148,0,127,0,84
1,244,0,248,59,172,254,132,0,131,0,92
1,124,1,128,60,36,254,140,0,170,0,62
1,120,1,60,59,176,254,137,0,136,0,88
1,60,0,248,60,12,254,151,0,145,0,77
1,156,1,64,60,4,254,134,0,105,0,65
1,116,1,32,59,164,254,127,0,109,0,93
1,112,0,228,59,232,254,106,0,133,0,80
1,192,1,132,59,184,254,130,0,162,0,74
1,72,0,216,60,28,254,176,0,138,0,93
1,204,0,180,60,68,254,157,0,140,0,72
1,120,1,60,59,128,254,149,0,133,0,67
1,116,1,36,59,216,254,122,0,133,0,70
1,112,1,36,59,232,254,131,0,140,0,77
1,168,0,244,59,144,254,132,0,133,0,89
1,168,0,180,59,168,254,151,0,149,0,58
1,36,0,216,60,100,254,128,0,149,0,95
1,44,0,244,59,152,254,142,0,134,0,93
1,228,0,220,60,72,254,144,0,141,0,65
2,16,1,8,59,152,254,169,0,161,0,72
1,152,1,4,59,168,254,154,0,151,0,85
1,224,1,8,59,188,254,142,0,171,0,77
1,172,0,188,59,76,254,138,0,140,0,65
1,116,1,36,59,192,254,151,0,130,0,83
1,224,1,64,59,224,254,146,0,137,0,83
1,196,1,84,60,40,254,155,0,152,0,82
1,124,0,232,59,112,254,140,0,112,0,73
1,128,0,200,59,108,254,145,0,136,0,62
1,152,1,20,60,140,254,138,0,133,0,71
1,220,1,56,59,92,254,163,0,134,0,74
1,52,1,68,60,20,254,139,0,148,0,97
1,172,1,8,58,244,254,163,0,157,0,79
1,196,0,180,60,24,254,167,0,136,0,86
1,60,0,212,60,124,254,172,0,150,0,62
1,92,0,244,60,68,254,150,0,147,0,91
1,84,1,44,59,240,254,139,0,127,0,98
1,108,0,232,59,248,254,149,0,140,0,80
1,84,0,204,60,72,254,149,0,159,0,65
1,148,0,220,60,48,254,155,0,142,0,79
1,140,0,188,59,132,254,150,0,147,0,65
1,176,1,8,59,28,254,136,0,160,0,55
1,164,1,4,59,8,254,149,0,142,0,78
1,152,1,4,59,204,254,156,0,154,0,76
1,180,0,148,60,172,254,159,0,139,0,90
1,140,1,20,59,212,254,155,0,154,0,75
1,140,0,192,60,64,254,145,0,138,0,64
1,156,1,40,59,24,254,145,0,121,0,47
1,140,0,228,60,128,254,133,0,132,0,96
1,128,0,228,60,16,254,133,0,153,0,65
1,136,1,44,60,52,254,147,0,148,0,71
1,204,1,28,59,108,254,150,0,144,0,83
1,84,0,200,60,0,254,165,0,151,0,94
1,124,1,84,59,236,254,153,0,145,0,77
1,120,1,4,60,28,254,145,0,161,0,69
1,248,0,220,59,220,254,138,0,128,0,74
1,132,0,244,59,244,254,154,0,148,0,109
1,176,1,80,59,248,254,170,0,145,0,71
1,116,0,224,59,120,254,146,0,166,0,82
1,224,1,4,60,20,254,131,0,143,0,75
1,184,0,232,59,88,254,135,0,132,0,77
2,20,0,236,59,232,254,142,0,124,0,97
2,0,0,172,60,68,254,153,0,156,0,50
1,84,1,32,60,36,254,138,0,142,0,95
1,36,0,128,60,36,254,160,0,144,0,64
1,128,1,180,59,216,254,128,0,133,0,56
1,232,1,100,60,124,254,143,0,156,0,83
1,188,0,244,59,148,254,164,0,154,0,77
1,196,0,252,60,0,254,133,0,135,0,89
1,184,1,28,59,232,254,109,0,135,0,67
1,44,0,216,59,208,254,138,0,120,0,75
1,240,1,32,59,188,254,140,0,118,0,72
1,96,1,68,59,240,254,145,0,122,0,76
1,164,0,252,60,32,254,138,0,128,0,72
1,80,1,4,59,136,254,139,0,130,0,78
1,144,0,228,59,168,254,146,0,133,0,103
1,152,1,0,60,164,254,140,0,153,0,62
1,100,0,200,59,196,254,159,0,150,0,75
1,80,0,224,60,0,254,162,0,150,0,73
1,152,0,188,60,152,254,146,0,139,0,46
1,156,1,8,60,32,254,152,0,158,0,78
1,84,1,8,60,192,254,162,0,141,0,73
1,96,1,16,60,80,254,139,0,135,0,84
1,28,0,148,58,252,254,139,0,139,0,82
1,136,0,220,60,44,254,133,0,125,0,67
1,164,0,144,60,168,254,137,0,147,0,40
1,188,1,20,60,20,254,145,0,141,0,83
1,252,0,224,59,236,254,144,0,130,0,72
2,4,1,56,59,148,254,135,0,142,0,91
1,168,0,176,59,240,254,138,0,140,0,70
1,144,0,216,60,8,254,117,0,135,0,75
255,92,2,192,60,100,254,129,0,86,0,71
1,216,1,44,59,144,254,116,0,129,0,71
1,28,1,12,59,228,254,120,0,122,0,83
1,152,0,212,59,148,254,140,0,127,0,81
2,20,1,64,60,84,254,154,0,152,0,70
1,136,1,28,59,100,254,149,0,154,0,96
1,168,0,208,59,76,254,140,0,136,0,110
1,224,1,28,59,164,254,172,0,147,0,81
1,196,1,12,59,144,254,184,0,179,0,85
1,172,0,244,60,124,254,158,0,144,0,85
1,136,0,240,59,196,254,145,0,138,0,91
1,112,0,208,60,52,254,149,0,142,0,72
1,168,0,228,59,244,254,168,0,145,0,64
1,196,0,240,59,188,254,161,0,174,0,87
1,128,1,40,59,244,254,120,0,119,0,60
1,176,1,72,60,36,254,152,0,152,0,98
1,120,1,36,59,152,254,182,0,134,0,78
